task_type,query,GT_data_type,PRED_data_type,raw_output,parsed_output
data_type,关于周期性长时程意识模糊的病因鉴别，近3年内是否有前瞻性队列研究或系统评价，比较癫痫网络性表现与代谢/内分泌驱动的功能性失衡在临床特征、EEG模式、影像学改变及生物标志物上的区分度与诊断阈值？,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b78b06ee721a4d6c8bf0f3226145943b"", ""object"": ""chat.completion"", ""created"": 1781079643, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 146, ""completion_tokens"": 10, ""total_tokens"": 156}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,未来克雅病（CJD）护理领域有哪些研究热点、技术发展趋势（如基因治疗、新型生物标志物应用）以及护理人员所面临的挑战和机遇？研究类型：Review。发布时间：近3年。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2b282eb7704f4aaeb5081585d02e39b2"", ""object"": ""chat.completion"", ""created"": 1781079643, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 144, ""completion_tokens"": 6, ""total_tokens"": 150}}}","{""data_type"": ""综述""}"
data_type,运动神经元病治疗领域有哪些最新的临床试验结果或研究进展？研究类型：Review。发布时间：2022年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9c605f488c584a38930f984ffd933226"", ""object"": ""chat.completion"", ""created"": 1781079644, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 127, ""completion_tokens"": 6, ""total_tokens"": 133}}}","{""data_type"": ""综述""}"
data_type,针对SCN1A、SCN8A、SCN2A、KCNQ2、PCDH19、PRRT2、TBC1D24、CLN6、GABRB3、CSNK2B、KCTD7、GRIN2A、STXBP1、BRAF、SLC35A2、MTOR、SLC2A1、KCNB1等基因突变相关疾病，临床诊断流程和鉴别诊断要点有哪些？研究类型：Review。发布时间：2021年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e98ea8db6e0348689d2e87b57892fc42"", ""object"": ""chat.completion"", ""created"": 1781079644, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 217, ""completion_tokens"": 6, ""total_tokens"": 223}}}","{""data_type"": ""综述""}"
data_type,"微创手术（如输尿管软镜、经皮肾镜）在泌尿系结石治疗中的适应症、技术要点和并发症管理？研究类型：Review,Observational_Study。发布时间：2019年-至今。影响因子(IF)值:无限制。",综述；观察性研究,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-597c5edf5d5d4880abae2c158f66cbea"", ""object"": ""chat.completion"", ""created"": 1781079645, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 146, ""completion_tokens"": 6, ""total_tokens"": 152}}}","{""data_type"": ""综述""}"
data_type,同2009年欧洲感染性心内膜炎诊治指南来比，2023年欧洲感染性心内膜炎诊治指南有哪些更新,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-20b650e5d9e943bd804c6014325eb475"", ""object"": ""chat.completion"", ""created"": 1781079645, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 122, ""completion_tokens"": 5, ""total_tokens"": 127}}}","{""data_type"": """"}"
data_type,恩格列净扩了适应症，获批了治疗慢性肾病的适应症，您觉得对临床研究会有什么影响？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7d2752dfce7f401aa16d6b86befce388"", ""object"": ""chat.completion"", ""created"": 1781079646, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 5, ""total_tokens"": 118}}}","{""data_type"": """"}"
data_type,个体化吸气末暂停 ARDS 脑损伤 机械通气 疗效 安全性 评估指标 RCT 近5年,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-06a4931fe5534303900531936806a11b"", ""object"": ""chat.completion"", ""created"": 1781079646, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 116, ""completion_tokens"": 6, ""total_tokens"": 122}}}","{""data_type"": ""RCT""}"
data_type,是否有反复肝功能异常为表现的Danon病例报告？,病例系列/病例报告,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2cefd191080f48b79f1372d115dddbaa"", ""object"": ""chat.completion"", ""created"": 1781079647, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,CD11c流式细胞术用的什么抗体,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b76d98e498844d25bcae2beca280c746"", ""object"": ""chat.completion"", ""created"": 1781079647, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,"A systematic review supporting the Society for Vascular Surgery, the American Venous Forum, and the American Vein and Lymphatic Society guidelines on the management of varicose veins",Meta分析/系统性综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9e0466506c124653acfd4ecb766f8075"", ""object"": ""chat.completion"", ""created"": 1781079648, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 126, ""completion_tokens"": 6, ""total_tokens"": 132}}}","{""data_type"": ""综述""}"
data_type,关于胃瘫相关指南和共识,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-30a3cd2206054eb99cf3cf272ce1cc18"", ""object"": ""chat.completion"", ""created"": 1781079648, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,肥胖最新全球流行病高质量文献,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e1cb46c9c4104e97a35d9f5d1a7d7936"", ""object"": ""chat.completion"", ""created"": 1781079649, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,"请提供休克诊治相关的高质量临床研究原文中的关键图表或插图，并注明文献来源。研究类型：Review, RCT, Observational_Study。发布时间：2019年-至今。影响因子(IF)值:3-无限制。",RCT；观察性研究；综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f6ddf4502dca4008886f8be6ac1a29dd"", ""object"": ""chat.completion"", ""created"": 1781079649, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 142, ""completion_tokens"": 6, ""total_tokens"": 148}}}","{""data_type"": ""综述""}"
data_type,"帮我查找文献关于干细胞治疗COPD的文献,要
 求涉及动物模型,同时IF大于10",基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a37247d5cda640909fa4732d5221cafc"", ""object"": ""chat.completion"", ""created"": 1781079650, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 115, ""completion_tokens"": 6, ""total_tokens"": 121}}}","{""data_type"": ""基础研究""}"
data_type,乳腺癌LuminalA淋巴结一枚转移，指南治疗建议,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-aef953879c2c44cf94f27e10bd5da88c"", ""object"": ""chat.completion"", ""created"": 1781079650, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,体育运动在大鼠中对结直肠癌细胞耐药性的影响,基础研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-27103c80c35441a6a63443bca1b34658"", ""object"": ""chat.completion"", ""created"": 1781079650, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 5, ""total_tokens"": 105}}}","{""data_type"": """"}"
data_type,维生素A指南更新要点,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b4675303ab9641588a57b71a4f54f07a"", ""object"": ""chat.completion"", ""created"": 1781079651, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,2023年ESMO年会有哪些值得关注的研究？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-aecf353b108342d0bf0463bf528e9428"", ""object"": ""chat.completion"", ""created"": 1781079651, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 5, ""total_tokens"": 109}}}","{""data_type"": """"}"
data_type,目前有哪些临床试验正在研究新辅助免疫治疗在胃癌患者中的应用？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8a07226c92b648edb7d1d0d59c734aa0"", ""object"": ""chat.completion"", ""created"": 1781079652, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 5, ""total_tokens"": 109}}}","{""data_type"": """"}"
data_type,指南对乳腺癌筛查的建议是什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1222969466ff42daa7c827b0ce3f4dba"", ""object"": ""chat.completion"", ""created"": 1781079652, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,局部复发直肠癌 综述,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-627e547a787c4a97909fd76a913ee02d"", ""object"": ""chat.completion"", ""created"": 1781079653, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 6, ""total_tokens"": 101}}}","{""data_type"": ""综述""}"
data_type,糖尿病足 中医治疗的病例报告,病例系列/病例报告,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-463440fcadcb4df3831880560ec9f8a3"", ""object"": ""chat.completion"", ""created"": 1781079653, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,"国家医保谈判药品在医疗机构和零售药店可及性较低的具体原因分析，例如医院药占比、药事管理、药品配备目录、医生处方习惯等因素如何影响谈判药品的落地和患者可及性？研究类型：Review,Observational_Study。发布时间：2021年-至今。影响因子(IF)值:无限制。",观察性研究,观察性研究,"{""data"": {""result"": ""{\""data_type\"":\""观察性研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-dc965453dbce46b5a8b9c6d9900848aa"", ""object"": ""chat.completion"", ""created"": 1781079654, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""观察性研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 165, ""completion_tokens"": 8, ""total_tokens"": 173}}}","{""data_type"": ""观察性研究""}"
data_type,低位前切综合症未来研究方向,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7c19f3fea27b48edb780456e98a46f2e"", ""object"": ""chat.completion"", ""created"": 1781079654, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 5, ""total_tokens"": 101}}}","{""data_type"": """"}"
data_type,在急性呼吸衰竭患儿的长期随访和康复管理中，儿科专科护士如何有效整合社区医疗资源，并为患儿家庭提供持续的居家护理指导和心理支持，以改善患儿的长期生活质量？研究类型：Review。发布时间：近5年。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9717d0cfd15a46c68bc808c473681d06"", ""object"": ""chat.completion"", ""created"": 1781079655, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 150, ""completion_tokens"": 6, ""total_tokens"": 156}}}","{""data_type"": ""综述""}"
data_type,请问KIDGO新出的一版狼疮肾炎指南，与前面的指南相比，更新点在哪里？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-06e49e2cb9fc458192694832c0392d9e"", ""object"": ""chat.completion"", ""created"": 1781079655, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 112, ""completion_tokens"": 5, ""total_tokens"": 117}}}","{""data_type"": """"}"
data_type,最新国际会议中，人血白蛋白在肝硬化并发症临床应用中的方案探讨内容有哪些？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2d338afe56a1463fbcbc1e00a0f756d0"", ""object"": ""chat.completion"", ""created"": 1781079656, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 5, ""total_tokens"": 114}}}","{""data_type"": """"}"
data_type,关于NSAIDs能否预防异位骨化的基础研究有哪些,基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bfe9e2789ef54c889aeea36187d0bd69"", ""object"": ""chat.completion"", ""created"": 1781079656, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 6, ""total_tokens"": 107}}}","{""data_type"": ""基础研究""}"
data_type,ARDS中一氧化氮合酶（NOS）亚型、非酶性一氧化氮生成、过氧亚硝基阴离子在炎症级联反应中的作用机制综述 近5年,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9fc5190dc2404db9ae0c564d2fa7dc76"", ""object"": ""chat.completion"", ""created"": 1781079657, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 131, ""completion_tokens"": 6, ""total_tokens"": 137}}}","{""data_type"": ""综述""}"
data_type,奥沙利铂说明书对于老年患者的用法用量是怎么说的,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e7cbe058a7444dc584428f84a77973f6"", ""object"": ""chat.completion"", ""created"": 1781079657, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,WCLC中公布了哪些靶向治疗研究结果,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e3d07929220a4ae8b151beb2b0117754"", ""object"": ""chat.completion"", ""created"": 1781079658, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 5, ""total_tokens"": 105}}}","{""data_type"": """"}"
data_type,局部复发直肠癌 放化疗 综述,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4b82dc963df64f26944a1e11bb40257b"", ""object"": ""chat.completion"", ""created"": 1781079658, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 6, ""total_tokens"": 104}}}","{""data_type"": ""综述""}"
data_type,结直肠癌盆腔淋巴结清扫10分以上文章,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f94772f45f424ef7b78095b634ead146"", ""object"": ""chat.completion"", ""created"": 1781079659, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 99, ""completion_tokens"": 5, ""total_tokens"": 104}}}","{""data_type"": """"}"
data_type,个性化白内障手术方案 定制化策略 临床研究/综述 近5年,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4d85d9dd244d4d03bc1332880e274c57"", ""object"": ""chat.completion"", ""created"": 1781079659, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 6, ""total_tokens"": 111}}}","{""data_type"": ""综述""}"
data_type,MASLD/MASH基层诊疗中，基层医疗机构面临的资源限制、专业能力挑战以及患者依从性障碍有哪些？研究类型：Review。发布时间：2020年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0ead01b7ca7c47039694f232638f8722"", ""object"": ""chat.completion"", ""created"": 1781079660, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 138, ""completion_tokens"": 6, ""total_tokens"": 144}}}","{""data_type"": ""综述""}"
data_type,免疫治疗和化疗在治疗PIK3CA突变型转移性结直肠癌患者方面的严重不良事件发生率如何？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-100ccbb034964185a0d64fbefe8ac087"", ""object"": ""chat.completion"", ""created"": 1781079660, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 112, ""completion_tokens"": 5, ""total_tokens"": 117}}}","{""data_type"": """"}"
data_type,多系统萎缩的非药物治疗方法，如康复训练和支持性护理，有哪些循证医学证据支持？研究类型：Review。发布时间：2018年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f28ef9220cec4b1d970b8bfa3c8a8206"", ""object"": ""chat.completion"", ""created"": 1781079661, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 135, ""completion_tokens"": 6, ""total_tokens"": 141}}}","{""data_type"": ""综述""}"
data_type,What is the current status of sphincter-spa ring surgery in the treatment of low rectal cancer?,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-17d66b995cf44580bed75c1777e0843d"", ""object"": ""chat.completion"", ""created"": 1781079661, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 112, ""completion_tokens"": 5, ""total_tokens"": 117}}}","{""data_type"": """"}"
data_type,"原发性干燥综合征（SjS）中I型和II型干扰素通路在疾病进展中的具体作用和机制是什么？研究类型：Basic_Research,Review。发布时间：2019年-至今。影响因子(IF)值:无限制。",基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f0994cb404be47a6bca165c13a097421"", ""object"": ""chat.completion"", ""created"": 1781079662, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 143, ""completion_tokens"": 6, ""total_tokens"": 149}}}","{""data_type"": ""基础研究""}"
data_type,糖尿病近几年的主流治疗方法,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-af4ae49708ed47c7883294fe0961e6e1"", ""object"": ""chat.completion"", ""created"": 1781079662, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,胃癌患者在术后或治疗期间的饮食和生活方式建议有哪些？研究类型：Review。发布时间：无限制。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cb071561484e4fc4a84ae55b82d25821"", ""object"": ""chat.completion"", ""created"": 1781079663, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 121, ""completion_tokens"": 6, ""total_tokens"": 127}}}","{""data_type"": ""综述""}"
data_type,2024ASCO GI公布了哪些早期乳腺癌治疗进展,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4ce5e60f8903476faef662512d5e251b"", ""object"": ""chat.completion"", ""created"": 1781079663, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 5, ""total_tokens"": 108}}}","{""data_type"": """"}"
