task_type,query,GT_author_name,GT_author_name英文变体,GT_author_institution,PRED_author_name,PRED_author_name英文变体,PRED_author_institution,raw_output,parsed_output
作者和机构,艾瑞卡在食管癌的临床研究,艾瑞卡,"<variant>Ai Ruika</variant>
<variant>Ruika Ai</variant>
<variant>Ai R. K.</variant>
<variant>R. K. Ai</variant>
<variant>Ai R.</variant>
<variant>R. Ai</variant>
<variant>Ai, Ruika</variant>
<variant>Ruika, Ai</variant>
<variant>Ai Rui-ka</variant>
<variant>Rui-ka Ai</variant>
<variant>Ai Rui Ka</variant>
<variant>Rui Ka Ai</variant>",,艾瑞卡,"<variant>Ai Rika</variant>
<variant>Rika Ai</variant>
<variant>Ai Ri</variant>
<variant>Ri Ai</variant>
<variant>Ai, Rika</variant>
<variant>Rika, Ai</variant>
<variant>Ai R. K.</variant>
<variant>R. K. Ai</variant>
<variant>Ai R. K.</variant>
<variant>R. K. Ai</variant>
<variant>Ai, Ri</variant>
<variant>Ri, Ai</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""艾瑞卡\"",\""author_name英文变体\"":\""<variant>Ai Rika</variant>\\n<variant>Rika Ai</variant>\\n<variant>Ai Ri</variant>\\n<variant>Ri Ai</variant>\\n<variant>Ai, Rika</variant>\\n<variant>Rika, Ai</variant>\\n<variant>Ai R. K.</variant>\\n<variant>R. K. Ai</variant>\\n<variant>Ai R. K.</variant>\\n<variant>R. K. Ai</variant>\\n<variant>Ai, Ri</variant>\\n<variant>Ri, Ai</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-170d92e01b524485bbe535eb514667dd"", ""object"": ""chat.completion"", ""created"": 1781078947, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""艾瑞卡\"",\""author_name英文变体\"":\""<variant>Ai Rika</variant>\\n<variant>Rika Ai</variant>\\n<variant>Ai Ri</variant>\\n<variant>Ri Ai</variant>\\n<variant>Ai, Rika</variant>\\n<variant>Rika, Ai</variant>\\n<variant>Ai R. K.</variant>\\n<variant>R. K. Ai</variant>\\n<variant>Ai R. K.</variant>\\n<variant>R. K. Ai</variant>\\n<variant>Ai, Ri</variant>\\n<variant>Ri, Ai</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 140, ""total_tokens"": 241}}}","{""author_name"": ""艾瑞卡"", ""author_name英文变体"": ""<variant>Ai Rika</variant>\n<variant>Rika Ai</variant>\n<variant>Ai Ri</variant>\n<variant>Ri Ai</variant>\n<variant>Ai, Rika</variant>\n<variant>Rika, Ai</variant>\n<variant>Ai R. K.</variant>\n<variant>R. K. Ai</variant>\n<variant>Ai R. K.</variant>\n<variant>R. K. Ai</variant>\n<variant>Ai, Ri</variant>\n<variant>Ri, Ai</variant>"", ""author_institution"": """"}"
作者和机构,辐射 髓外造血,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6d8165dbe0234d72b9d9a46faf2ae3ce"", ""object"": ""chat.completion"", ""created"": 1781078948, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 15, ""total_tokens"": 115}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"To retrieve the study ""Trans-ancestry genome-wide analyses of bipolar or related disorders in East Asian and European populations improve genetic discovery"" published in Nat Neurosci (2025).",,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5e945be051db46a898929368d8517bd1"", ""object"": ""chat.completion"", ""created"": 1781078949, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 133, ""completion_tokens"": 15, ""total_tokens"": 148}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,王刚作者关于银屑病,王刚,"<variant>Wang Gang</variant>
 <variant>Gang Wang</variant>
 <variant>Wang, Gang</variant>
 <variant>Wang G.</variant>
 <variant>Wang G</variant>
 <variant>G. Wang</variant>
 <variant>G Wang</variant>
 <variant>W. Gang</variant>
 <variant>Gang W.</variant>",,王刚,"<variant>Wang Gang</variant>
<variant>Gang Wang</variant>
<variant>Wang G.</variant>
<variant>G. Wang</variant>
<variant>Wang, Gang</variant>
<variant>Gang, Wang</variant>
<variant>Wang Gang-Gang</variant>
<variant>Gang-Gang Wang</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""王刚\"",\""author_name英文变体\"":\""<variant>Wang Gang</variant>\\n<variant>Gang Wang</variant>\\n<variant>Wang G.</variant>\\n<variant>G. Wang</variant>\\n<variant>Wang, Gang</variant>\\n<variant>Gang, Wang</variant>\\n<variant>Wang Gang-Gang</variant>\\n<variant>Gang-Gang Wang</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d69553d6ba674c92bdc184f5e76c9ac1"", ""object"": ""chat.completion"", ""created"": 1781078957, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""王刚\"",\""author_name英文变体\"":\""<variant>Wang Gang</variant>\\n<variant>Gang Wang</variant>\\n<variant>Wang G.</variant>\\n<variant>G. Wang</variant>\\n<variant>Wang, Gang</variant>\\n<variant>Gang, Wang</variant>\\n<variant>Wang Gang-Gang</variant>\\n<variant>Gang-Gang Wang</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 100, ""total_tokens"": 200}}}","{""author_name"": ""王刚"", ""author_name英文变体"": ""<variant>Wang Gang</variant>\n<variant>Gang Wang</variant>\n<variant>Wang G.</variant>\n<variant>G. Wang</variant>\n<variant>Wang, Gang</variant>\n<variant>Gang, Wang</variant>\n<variant>Wang Gang-Gang</variant>\n<variant>Gang-Gang Wang</variant>"", ""author_institution"": """"}"
作者和机构,角膜碱烧伤因其发生迅速、进展凶险且常导致不可逆视力损伤，一直是临床与研究的重点难题。单细胞组学等前沿技术揭示了烧伤后角膜内各类细胞的动态变化及异常信号通路，为认识病理过程提供了新的视角。刘等（2026）通过单细胞转录组分析描述了碱烧伤后角膜细胞群落重构及血管内皮生长因子相关通路的异常激活，提示分子和细胞水平的精细变化对病情进展具有重要影响，这为靶向干预提供了依据[1]。与此代谢-表观遗传与炎症反应之间的相互作用被认为在修复过程和瘢痕形成中发挥关键作用；关等（2026）提出通过调控乳酸化等代谢途径可以缓解炎症并促进角膜愈合，表明代谢调控可能成为改善预后的新策略[2]。细胞死亡类型的研究也拓展了对角膜损伤机制的理解，陈与赵（2026）阐明了铁死亡在多种眼表疾病中的作用，暗示在碱烧伤病理中相关程序性细胞死亡途径可能参与炎症扩散与组织丧失，为干预提供了新的靶点方向[3]。在治疗手段上，生物材料与工程化修复策略正在从基础研究走向临床应用，张等（2026）报道了一种可在炎症期清除致炎介质并临时支持组织修复的Janus丝基贴片，为将来将生物材料与炎症调控相结合的综合干预模式提供了可行思路[4]。基于上述研究进展，本研究旨在系统梳理角膜碱烧伤的病理机制与治疗演进，评估传统疗法的局限，并探讨现代综合干预策略在临床转化中的潜力和现实意义，以期为优化治疗流程、提高患者长期视功能恢复率提供理论与实践参考。帮我根据以上内容改写成英文对应的内容，并引入5篇内容与之最为符合的SCI文学,刘；关；陈；赵；张,"<variant>Liu</variant>
<variant>Liu,</variant>
<variant>Guan</variant>
<variant>Guan,</variant>
<variant>Chen</variant>
<variant>Chen,</variant>
<variant>Zhao</variant>
<variant>Zhao,</variant>
<variant>Zhang</variant>
<variant>Zhang,</variant>",,刘；关；陈；赵；张,"<variant>Liu</variant>
<variant>L.</variant>
<variant>Guān</variant>
<variant>G.</variant>
<variant>Chén</variant>
<variant>C.</variant>
<variant>Zhào</variant>
<variant>Z.</variant>
<variant>Zhang</variant>
<variant>Z.</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""刘；关；陈；赵；张\"",\""author_name英文变体\"":\""<variant>Liu</variant>\\n<variant>L.</variant>\\n<variant>Guān</variant>\\n<variant>G.</variant>\\n<variant>Chén</variant>\\n<variant>C.</variant>\\n<variant>Zhào</variant>\\n<variant>Z.</variant>\\n<variant>Zhang</variant>\\n<variant>Z.</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-47c1210562ff41f68cbf446963df5593"", ""object"": ""chat.completion"", ""created"": 1781078965, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""刘；关；陈；赵；张\"",\""author_name英文变体\"":\""<variant>Liu</variant>\\n<variant>L.</variant>\\n<variant>Guān</variant>\\n<variant>G.</variant>\\n<variant>Chén</variant>\\n<variant>C.</variant>\\n<variant>Zhào</variant>\\n<variant>Z.</variant>\\n<variant>Zhang</variant>\\n<variant>Z.</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 467, ""completion_tokens"": 104, ""total_tokens"": 571}}}","{""author_name"": ""刘；关；陈；赵；张"", ""author_name英文变体"": ""<variant>Liu</variant>\n<variant>L.</variant>\n<variant>Guān</variant>\n<variant>G.</variant>\n<variant>Chén</variant>\n<variant>C.</variant>\n<variant>Zhào</variant>\n<variant>Z.</variant>\n<variant>Zhang</variant>\n<variant>Z.</variant>"", ""author_institution"": """"}"
作者和机构,对于双肺弥漫性病变，近10年的临床指南或专家共识如何推荐全身免疫学/血液学系统评估（如自身抗体谱、血清免疫球蛋白定量、骨髓检查）的启动时机与指征，以区分原发性免疫系统疾病与肺部局限性病变？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4616f10251294f45b241779943680a99"", ""object"": ""chat.completion"", ""created"": 1781078966, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 152, ""completion_tokens"": 15, ""total_tokens"": 167}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,门静脉支架,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8cdcb155223c4aa888215e9782dd515d"", ""object"": ""chat.completion"", ""created"": 1781078968, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 15, ""total_tokens"": 113}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,作者骆宏，关于情绪劳动,骆宏,"<variant>Luo Hong</variant>
 <variant>Hong Luo</variant>
 <variant>Luo, Hong</variant>
 <variant>Luo H.</variant>
 <variant>Luo H</variant>
 <variant>H. Luo</variant>
 <variant>H Luo</variant>
 <variant>L. Hong</variant>
 <variant>Hong L.</variant>",,骆宏,"<variant>Luo Hong</variant>
<variant>Hong Luo</variant>
<variant>Luo H.</variant>
<variant>H. Luo</variant>
<variant>Luo, Hong</variant>
<variant>Hong, Luo</variant>
<variant>Luo Hong-Hong</variant>
<variant>Hong-Hong Luo</variant>
<variant>Luo H. H.</variant>
<variant>H. H. Luo</variant>
<variant>Luo, H.</variant>
<variant>H., Luo</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""骆宏\"",\""author_name英文变体\"":\""<variant>Luo Hong</variant>\\n<variant>Hong Luo</variant>\\n<variant>Luo H.</variant>\\n<variant>H. Luo</variant>\\n<variant>Luo, Hong</variant>\\n<variant>Hong, Luo</variant>\\n<variant>Luo Hong-Hong</variant>\\n<variant>Hong-Hong Luo</variant>\\n<variant>Luo H. H.</variant>\\n<variant>H. H. Luo</variant>\\n<variant>Luo, H.</variant>\\n<variant>H., Luo</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-be96e419236d424e99fedfaec44fea8e"", ""object"": ""chat.completion"", ""created"": 1781078978, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""骆宏\"",\""author_name英文变体\"":\""<variant>Luo Hong</variant>\\n<variant>Hong Luo</variant>\\n<variant>Luo H.</variant>\\n<variant>H. Luo</variant>\\n<variant>Luo, Hong</variant>\\n<variant>Hong, Luo</variant>\\n<variant>Luo Hong-Hong</variant>\\n<variant>Hong-Hong Luo</variant>\\n<variant>Luo H. H.</variant>\\n<variant>H. H. Luo</variant>\\n<variant>Luo, H.</variant>\\n<variant>H., Luo</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 137, ""total_tokens"": 239}}}","{""author_name"": ""骆宏"", ""author_name英文变体"": ""<variant>Luo Hong</variant>\n<variant>Hong Luo</variant>\n<variant>Luo H.</variant>\n<variant>H. Luo</variant>\n<variant>Luo, Hong</variant>\n<variant>Hong, Luo</variant>\n<variant>Luo Hong-Hong</variant>\n<variant>Hong-Hong Luo</variant>\n<variant>Luo H. H.</variant>\n<variant>H. H. Luo</variant>\n<variant>Luo, H.</variant>\n<variant>H., Luo</variant>"", ""author_institution"": """"}"
作者和机构,"Zhou BY, Zhang CY, Zhang YY, et al. Vericiguat in Chinese patients with heart failure and reduced ejection fraction: a real-world prospective study. Cardiology. 2025 Oct 30: 1-12.",Zhou BY；Zhang CY；Zhang YY,"<variant>Zhou B.Y.</variant>
<variant>Zhou, B.Y.</variant>
<variant>B.Y. Zhou</variant>
<variant>Zhou Boyuan</variant>
<variant>Zhou Bo-Yuan</variant>
<variant>Boyuan Zhou</variant>
<variant>Bo-Yuan Zhou</variant>
<variant>Zhou, Boyuan</variant>
<variant>Zhou, Bo-Yuan</variant>
<variant>Zhang C.Y.</variant>
<variant>Zhang, C.Y.</variant>
<variant>C.Y. Zhang</variant>
<variant>Zhang Chengyu</variant>
<variant>Zhang Cheng-Yu</variant>
<variant>Chengyu Zhang</variant>
<variant>Cheng-Yu Zhang</variant>
<variant>Zhang, Chengyu</variant>
<variant>Zhang, Cheng-Yu</variant>
<variant>Zhang Y.Y.</variant>
<variant>Zhang, Y.Y.</variant>
<variant>Y.Y. Zhang</variant>
<variant>Zhang Yuyang</variant>
<variant>Zhang Yu-Yang</variant>
<variant>Yuyang Zhang</variant>
<variant>Yu-Yang Zhang</variant>
<variant>Zhang, Yuyang</variant>
<variant>Zhang, Yu-Yang</variant>",,Zhou BY；Zhang CY；Zhang YY,,,"{""data"": {""result"": ""{\""author_name\"":\""Zhou BY；Zhang CY；Zhang YY\"",\""author_name英文变体\"":\""<variant>BY Zhou</variant>\\n<variant>Zhou, BY</variant>\\n<variant>Y. B. Zhou</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant""}, ""raw_openai"": {""id"": ""chatcmpl-2c96739d734e420180b74c022b3ebcdf"", ""object"": ""chat.completion"", ""created"": 1781079038, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Zhou BY；Zhang CY；Zhang YY\"",\""author_name英文变体\"":\""<variant>BY Zhou</variant>\\n<variant>Zhou, BY</variant>\\n<variant>Y. B. Zhou</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant""}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 149, ""completion_tokens"": 775, ""total_tokens"": 924}}}","{""author_name"": ""Zhou BY；Zhang CY；Zhang YY"", ""raw_text"": ""{\""author_name\"":\""Zhou BY；Zhang CY；Zhang YY\"",\""author_name英文变体\"":\""<variant>BY Zhou</variant>\\n<variant>Zhou, BY</variant>\\n<variant>Y. B. Zhou</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant>Y. B. Z.</variant>\\n<variant""}"
作者和机构,何贵清温州市中心医院作者发表几篇SCI，分别是哪些,何贵清,"<variant>He Guiqing</variant>
 <variant>Guiqing He</variant>
 <variant>He Gui-Qing</variant>
 <variant>Gui-Qing He</variant>
 <variant>He Gui Qing</variant>
 <variant>Gui Qing He</variant>
 <variant>He, Guiqing</variant>
 <variant>He, Gui-Qing</variant>
 <variant>He, Gui Qing</variant>
 <variant>He G.</variant>
 <variant>He G</variant>
 <variant>G. He</variant>
 <variant>G He</variant>
 <variant>He GQ</variant>
 <variant>He G Q</variant>
 <variant>G.Q. He</variant>
 <variant>G. Q. He</variant>
 <variant>G Q He</variant>
 <variant>He G.-Q.</variant>
 <variant>He G-Q</variant>
 <variant>G.-Q. He</variant>
 <variant>G-Q He</variant>
 <variant>H. Guiqing</variant>
 <variant>Guiqing H.</variant>
 <variant>H. Gui Qing</variant>
 <variant>Gui Qing H.</variant>
 <variant>H. Gui-Qing</variant>
 <variant>Gui-Qing H.</variant>",温州市中心医院,何贵清,"<variant>He Guiqing</variant>
<variant>Guiqing He</variant>
<variant>He Gui-Qing</variant>
<variant>Gui-Qing He</variant>
<variant>H. Guiqing</variant>
<variant>He, Guiqing</variant>
<variant>H. Gui-Qing</variant>
<variant>He Gui Qing</variant>
<variant>Gui Qing He</variant>
<variant>H. Gui Qing</variant>
<variant>Gui-Qing, He</variant>",温州市中心医院,"{""data"": {""result"": ""{\""author_name\"":\""何贵清\"",\""author_name英文变体\"":\""<variant>He Guiqing</variant>\\n<variant>Guiqing He</variant>\\n<variant>He Gui-Qing</variant>\\n<variant>Gui-Qing He</variant>\\n<variant>H. Guiqing</variant>\\n<variant>He, Guiqing</variant>\\n<variant>H. Gui-Qing</variant>\\n<variant>He Gui Qing</variant>\\n<variant>Gui Qing He</variant>\\n<variant>H. Gui Qing</variant>\\n<variant>Gui-Qing, He</variant>\"",\""author_institution\"":\""温州市中心医院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3b25a8500fda4e0594513dc66d7ca032"", ""object"": ""chat.completion"", ""created"": 1781079049, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""何贵清\"",\""author_name英文变体\"":\""<variant>He Guiqing</variant>\\n<variant>Guiqing He</variant>\\n<variant>He Gui-Qing</variant>\\n<variant>Gui-Qing He</variant>\\n<variant>H. Guiqing</variant>\\n<variant>He, Guiqing</variant>\\n<variant>H. Gui-Qing</variant>\\n<variant>He Gui Qing</variant>\\n<variant>Gui Qing He</variant>\\n<variant>H. Gui Qing</variant>\\n<variant>Gui-Qing, He</variant>\"",\""author_institution\"":\""温州市中心医院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 137, ""total_tokens"": 245}}}","{""author_name"": ""何贵清"", ""author_name英文变体"": ""<variant>He Guiqing</variant>\n<variant>Guiqing He</variant>\n<variant>He Gui-Qing</variant>\n<variant>Gui-Qing He</variant>\n<variant>H. Guiqing</variant>\n<variant>He, Guiqing</variant>\n<variant>H. Gui-Qing</variant>\n<variant>He Gui Qing</variant>\n<variant>Gui Qing He</variant>\n<variant>H. Gui Qing</variant>\n<variant>Gui-Qing, He</variant>"", ""author_institution"": ""温州市中心医院""}"
