task_type,query,GT_author_name,GT_author_name英文变体,GT_author_institution,PRED_author_name,PRED_author_name英文变体,PRED_author_institution,raw_output,parsed_output
作者和机构,"Achour T.B., et al. ECIM 2024.L645067806.10.12890/2024_V11Sup1.",Achour T.B.,"<variant>T.B. Achour</variant>
<variant>Achour, T.B.</variant>
<variant>T.B., Achour</variant>
<variant>Achour T. B.</variant>
<variant>T. B. Achour</variant>
<variant>Achour, T. B.</variant>
<variant>T. B., Achour</variant>
<variant>Achour TB</variant>
<variant>TB Achour</variant>",,"Achour T.B.；Achour TB；TB Achour；Achour, TB；TB, Achour；Achour T. B.；T. B. Achour；Achour T. B.；TB Achour",,,"{""data"": {""result"": ""{\""author_name\"":\""Achour T.B.；Achour TB；TB Achour；Achour, TB；TB, Achour；Achour T. B.；T. B. Achour；Achour T. B.；TB Achour\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-de456fbeb7f144cd8fa71a27a003ca96"", ""object"": ""chat.completion"", ""created"": 1781061899, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Achour T.B.；Achour TB；TB Achour；Achour, TB；TB, Achour；Achour T. B.；T. B. Achour；Achour T. B.；TB Achour\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 140, ""completion_tokens"": 64, ""total_tokens"": 204}}}","{""author_name"": ""Achour T.B.；Achour TB；TB Achour；Achour, TB；TB, Achour；Achour T. B.；T. B. Achour；Achour T. B.；TB Achour"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,利非司特滴眼液治疗糖尿病视网膜病变患者干眼症的Schirmer I试验、角膜形态学、视力改善及长期疗效的RCT或系统评价 近3年,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-cb1dfc1d1da44fd498385ccb88d80bc1"", ""object"": ""chat.completion"", ""created"": 1781061900, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 134, ""completion_tokens"": 15, ""total_tokens"": 149}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"作者：潘子涵  逄慧  金雪  李文萍  董爱梅  迟春花单位：北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心通讯作者：迟春花，北京大学第一医院全科医学科；北京大学第一医院健康管理中心本文刊于：中华全科医师杂志,2024,23(12):1292-1298DOI: 10.3760/cma.j.cn114798-20241011-00807",潘子涵；逄慧；金雪；李文萍；董爱梅；迟春花,"<variant>Pan Zihan</variant>
<variant>Zihan Pan</variant>
<variant>Pan Zi-Han</variant>
<variant>Zi-Han Pan</variant>
<variant>Pan Z. Han</variant>
<variant>Z. Han Pan</variant>
<variant>P. Zihan</variant>
<variant>Zihan P.</variant>
<variant>Pan, Zihan</variant>
<variant>Zihan, Pan</variant>
<variant>Pang Hui</variant>
<variant>Hui Pang</variant>
<variant>Pang, Hui</variant>
<variant>Hui, Pang</variant>
<variant>Pang H.</variant>
<variant>H. Pang</variant>
<variant>Jin Xue</variant>
<variant>Xue Jin</variant>
<variant>Jin, Xue</variant>
<variant>Xue, Jin</variant>
<variant>Jin X.</variant>
<variant>X. Jin</variant>
<variant>Li Wenping</variant>
<variant>Wenping Li</variant>
<variant>Li Wen-Ping</variant>
<variant>Wen-Ping Li</variant>
<variant>Li W. Ping</variant>
<variant>W. Ping Li</variant>
<variant>L. Wenping</variant>
<variant>Wenping L.</variant>
<variant>Li, Wenping</variant>
<variant>Wenping, Li</variant>
<variant>Dong Aimei</variant>
<variant>Aimei Dong</variant>
<variant>Dong Ai-Mei</variant>
<variant>Ai-Mei Dong</variant>
<variant>Dong A. Mei</variant>
<variant>A. Mei Dong</variant>
<variant>D. Aimei</variant>
<variant>Aimei D.</variant>
<variant>Dong, Aimei</variant>
<variant>Aimei, Dong</variant>
<variant>Chi Chunhua</variant>
<variant>Chunhua Chi</variant>
<variant>Chi Chun-Hua</variant>
<variant>Chun-Hua Chi</variant>
<variant>Chi C. Hua</variant>
<variant>C. Hua Chi</variant>
<variant>C. Chunhua</variant>
<variant>Chunhua C.</variant>
<variant>Chi, Chunhua</variant>
<variant>Chunhua, Chi</variant>",北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心,"潘子涵；Pan Zihan；Zihan Pan；Pan Zi-Han；Zi-Han Pan；Pan Z. Han；Z. Han Pan；Pan Z. H.；Z. H. Pan；Pan, Zihan；Zihan, Pan；Pan, Zi-Han；Zi-Han, Pan；逄慧；Guang Hui；Hui Guang；Guang H.；H. Guang；Guang, Hui；Hui, Guang；Guang H.；H. Guang；金雪；Jin Xue；Xue Jin；Jin X.；X. Jin；Jin, Xue；Xue, Jin；Jin, X.；X., Jin；李文萍；Li Wenping；Wenping Li；Li Wen-Ping；Wen-Ping Li；Li W. Ping；W. Ping Li；Li, Wenping；Wenping, Li；Li, Wen-Ping；Wen-Ping, Li；董爱梅；Dong Aimei；Aimei Dong；Dong Ai-Mei；Ai-Mei Dong；Dong A. Mei；A. Mei Dong；Dong, Aimei；Aimei, Dong；Dong, Ai-Mei；Ai-Mei, Dong；迟春花；Chi Chunhua；Chunhua Chi；Chi Chun-Hua；Chun-Hua Chi；Chi C. Hua；C. Hua Chi；Chi, Chunhua；Chunhua, Chi；Chi, Chun-Hua",,北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心,"{""data"": {""result"": ""{\""author_name\"":\""潘子涵；Pan Zihan；Zihan Pan；Pan Zi-Han；Zi-Han Pan；Pan Z. Han；Z. Han Pan；Pan Z. H.；Z. H. Pan；Pan, Zihan；Zihan, Pan；Pan, Zi-Han；Zi-Han, Pan；逄慧；Guang Hui；Hui Guang；Guang H.；H. Guang；Guang, Hui；Hui, Guang；Guang H.；H. Guang；金雪；Jin Xue；Xue Jin；Jin X.；X. Jin；Jin, Xue；Xue, Jin；Jin, X.；X., Jin；李文萍；Li Wenping；Wenping Li；Li Wen-Ping；Wen-Ping Li；Li W. Ping；W. Ping Li；Li, Wenping；Wenping, Li；Li, Wen-Ping；Wen-Ping, Li；董爱梅；Dong Aimei；Aimei Dong；Dong Ai-Mei；Ai-Mei Dong；Dong A. Mei；A. Mei Dong；Dong, Aimei；Aimei, Dong；Dong, Ai-Mei；Ai-Mei, Dong；迟春花；Chi Chunhua；Chunhua Chi；Chi Chun-Hua；Chun-Hua Chi；Chi C. Hua；C. Hua Chi；Chi, Chunhua；Chunhua, Chi；Chi, Chun-Hua\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心\""}""}, ""raw_openai"": {""id"": ""chatcmpl-79496fd4362c4411b0c138e1bf96b2ee"", ""object"": ""chat.completion"", ""created"": 1781061908, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""潘子涵；Pan Zihan；Zihan Pan；Pan Zi-Han；Zi-Han Pan；Pan Z. Han；Z. Han Pan；Pan Z. H.；Z. H. Pan；Pan, Zihan；Zihan, Pan；Pan, Zi-Han；Zi-Han, Pan；逄慧；Guang Hui；Hui Guang；Guang H.；H. Guang；Guang, Hui；Hui, Guang；Guang H.；H. Guang；金雪；Jin Xue；Xue Jin；Jin X.；X. Jin；Jin, Xue；Xue, Jin；Jin, X.；X., Jin；李文萍；Li Wenping；Wenping Li；Li Wen-Ping；Wen-Ping Li；Li W. Ping；W. Ping Li；Li, Wenping；Wenping, Li；Li, Wen-Ping；Wen-Ping, Li；董爱梅；Dong Aimei；Aimei Dong；Dong Ai-Mei；Ai-Mei Dong；Dong A. Mei；A. Mei Dong；Dong, Aimei；Aimei, Dong；Dong, Ai-Mei；Ai-Mei, Dong；迟春花；Chi Chunhua；Chunhua Chi；Chi Chun-Hua；Chun-Hua Chi；Chi C. Hua；C. Hua Chi；Chi, Chunhua；Chunhua, Chi；Chi, Chun-Hua\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 220, ""completion_tokens"": 350, ""total_tokens"": 570}}}","{""author_name"": ""潘子涵；Pan Zihan；Zihan Pan；Pan Zi-Han；Zi-Han Pan；Pan Z. Han；Z. Han Pan；Pan Z. H.；Z. H. Pan；Pan, Zihan；Zihan, Pan；Pan, Zi-Han；Zi-Han, Pan；逄慧；Guang Hui；Hui Guang；Guang H.；H. Guang；Guang, Hui；Hui, Guang；Guang H.；H. Guang；金雪；Jin Xue；Xue Jin；Jin X.；X. Jin；Jin, Xue；Xue, Jin；Jin, X.；X., Jin；李文萍；Li Wenping；Wenping Li；Li Wen-Ping；Wen-Ping Li；Li W. Ping；W. Ping Li；Li, Wenping；Wenping, Li；Li, Wen-Ping；Wen-Ping, Li；董爱梅；Dong Aimei；Aimei Dong；Dong Ai-Mei；Ai-Mei Dong；Dong A. Mei；A. Mei Dong；Dong, Aimei；Aimei, Dong；Dong, Ai-Mei；Ai-Mei, Dong；迟春花；Chi Chunhua；Chunhua Chi；Chi Chun-Hua；Chun-Hua Chi；Chi C. Hua；C. Hua Chi；Chi, Chunhua；Chunhua, Chi；Chi, Chun-Hua"", ""author_name英文变体"": """", ""author_institution"": ""北京大学第一医院全科医学科；北京友谊医院急诊科；北京大学第一医院健康管理中心""}"
作者和机构,"真实世界数据在特定疾病领域或特殊人群（如儿童、老年人）药物安全信号检测中的应用案例和效果如何？研究类型：Observational_Study, Review。发布时间：近5年。影响因子(IF)值:IF >= 3。",,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8dbc8264bb4f4e48a9f6c9bac5ca5f6b"", ""object"": ""chat.completion"", ""created"": 1781061908, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 148, ""completion_tokens"": 15, ""total_tokens"": 163}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,搜索研究者李四在复旦大学附属肿瘤医院负责的，关于胰腺癌新辅助治疗的临床试验。,李四,"<variant>Li Si</variant>
 <variant>Si Li</variant>
 <variant>Li, Si</variant>
 <variant>Li S.</variant>
 <variant>Li S</variant>
 <variant>S. Li</variant>
 <variant>S Li</variant>
 <variant>L. Si</variant>
 <variant>Si L.</variant>",复旦大学附属肿瘤医院,"李四；Li Si；Si Li；Li S.；S. Li；Li, Si；Si, Li；Li Si-Si；Si-Si Li",,复旦大学附属肿瘤医院,"{""data"": {""result"": ""{\""author_name\"":\""李四；Li Si；Si Li；Li S.；S. Li；Li, Si；Si, Li；Li Si-Si；Si-Si Li\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""复旦大学附属肿瘤医院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-6e9a2e6110424d34a777f92e36ede510"", ""object"": ""chat.completion"", ""created"": 1781061909, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""李四；Li Si；Si Li；Li S.；S. Li；Li, Si；Si, Li；Li Si-Si；Si-Si Li\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""复旦大学附属肿瘤医院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 53, ""total_tokens"": 166}}}","{""author_name"": ""李四；Li Si；Si Li；Li S.；S. Li；Li, Si；Si, Li；Li Si-Si；Si-Si Li"", ""author_name英文变体"": """", ""author_institution"": ""复旦大学附属肿瘤医院""}"
作者和机构,Rho激酶抑制剂的临床试验数据,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-02b323065fb2498f8e24754ade3ab520"", ""object"": ""chat.completion"", ""created"": 1781061910, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 15, ""total_tokens"": 118}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,CGRP类药物临床试验中，发作性偏头痛和慢性偏头痛的患者头痛基线,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ee60015ab3644978a735ebb03c7c8a8c"", ""object"": ""chat.completion"", ""created"": 1781061910, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 15, ""total_tokens"": 128}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,渗漏综合征,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-b883a718483f4005a437f96ba811d968"", ""object"": ""chat.completion"", ""created"": 1781061911, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 15, ""total_tokens"": 112}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"Rosmarin D, Passeron T, Pandya AG, Grimes P, Harris JE, Desai SR, Lebwohl M, Ruer-Mulard M, Seneschal J, Wolkerstorfer A, Kornacki D, Sun K, Butler K, Ezzedine K; TRuE-V Study Group. Two Phase 3, Randomized, Controlled Trials of Ruxolitinib Cream for Vitiligo. N Engl J Med. 2022 Oct 20;387(16):1445-1455.",Rosmarin D；Passeron T；Pandya AG；Grimes P；Harris JE；Desai SR；Lebwohl M；Ruer-Mulard M；Seneschal J；Wolkerstorfer A；Kornacki D；Sun K；Butler K；Ezzedine K,"<variant>D. Rosmarin</variant>
<variant>Rosmarin, D.</variant>
<variant>T. Passeron</variant>
<variant>Passeron, T.</variant>
<variant>AG. Pandya</variant>
<variant>Pandya, AG.</variant>
<variant>P. Grimes</variant>
<variant>Grimes, P.</variant>
<variant>JE. Harris</variant>
<variant>Harris, JE.</variant>
<variant>SR. Desai</variant>
<variant>Desai, SR.</variant>
<variant>M. Lebwohl</variant>
<variant>Lebwohl, M.</variant>
<variant>M. Ruer-Mulard</variant>
<variant>Ruer-Mulard, M.</variant>
<variant>J. Seneschal</variant>
<variant>Seneschal, J.</variant>
<variant>A. Wolkerstorfer</variant>
<variant>Wolkerstorfer, A.</variant>
<variant>D. Kornacki</variant>
<variant>Kornacki, D.</variant>
<variant>K. Sun</variant>
<variant>Sun, K.</variant>
<variant>K. Butler</variant>
<variant>Butler, K.</variant>
<variant>K. Ezzedine</variant>
<variant>Ezzedine, K.</variant>",,"Rosmarin D；D. Rosmarin；Rosmarin, D.；Passeron T；T. Passeron；Passeron, T.；Pandya AG；AG. Pandya；Pandya, AG.；Grimes P；P. Grimes；Grimes, P.；Harris JE；JE. Harris；Harris, JE.；Desai SR；SR. Desai；Desai, SR.；Lebwohl M；M. Lebwohl；Lebwohl, M.；Ruer-Mulard M；M. Ruer-Mulard；Ruer-Mulard, M.；Seneschal J；J. Seneschal；Seneschal, J.；Wolkerstorfer A；A. Wolkerstorfer；Wolkerstorfer, A.；Kornacki D；D. Kornacki；Kornacki, D.；Sun K；K. Sun；Sun, K.；Butler K；K. Butler；Butler, K.；Ezzedine K；K. Ezzedine；Ezzedine, K.",,,"{""data"": {""result"": ""{\""author_name\"":\""Rosmarin D；D. Rosmarin；Rosmarin, D.；Passeron T；T. Passeron；Passeron, T.；Pandya AG；AG. Pandya；Pandya, AG.；Grimes P；P. Grimes；Grimes, P.；Harris JE；JE. Harris；Harris, JE.；Desai SR；SR. Desai；Desai, SR.；Lebwohl M；M. Lebwohl；Lebwohl, M.；Ruer-Mulard M；M. Ruer-Mulard；Ruer-Mulard, M.；Seneschal J；J. Seneschal；Seneschal, J.；Wolkerstorfer A；A. Wolkerstorfer；Wolkerstorfer, A.；Kornacki D；D. Kornacki；Kornacki, D.；Sun K；K. Sun；Sun, K.；Butler K；K. Butler；Butler, K.；Ezzedine K；K. Ezzedine；Ezzedine, K.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-97e1ece21e64477e9b54d25ed87552d8"", ""object"": ""chat.completion"", ""created"": 1781061917, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Rosmarin D；D. Rosmarin；Rosmarin, D.；Passeron T；T. Passeron；Passeron, T.；Pandya AG；AG. Pandya；Pandya, AG.；Grimes P；P. Grimes；Grimes, P.；Harris JE；JE. Harris；Harris, JE.；Desai SR；SR. Desai；Desai, SR.；Lebwohl M；M. Lebwohl；Lebwohl, M.；Ruer-Mulard M；M. Ruer-Mulard；Ruer-Mulard, M.；Seneschal J；J. Seneschal；Seneschal, J.；Wolkerstorfer A；A. Wolkerstorfer；Wolkerstorfer, A.；Kornacki D；D. Kornacki；Kornacki, D.；Sun K；K. Sun；Sun, K.；Butler K；K. Butler；Butler, K.；Ezzedine K；K. Ezzedine；Ezzedine, K.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 219, ""completion_tokens"": 255, ""total_tokens"": 474}}}","{""author_name"": ""Rosmarin D；D. Rosmarin；Rosmarin, D.；Passeron T；T. Passeron；Passeron, T.；Pandya AG；AG. Pandya；Pandya, AG.；Grimes P；P. Grimes；Grimes, P.；Harris JE；JE. Harris；Harris, JE.；Desai SR；SR. Desai；Desai, SR.；Lebwohl M；M. Lebwohl；Lebwohl, M.；Ruer-Mulard M；M. Ruer-Mulard；Ruer-Mulard, M.；Seneschal J；J. Seneschal；Seneschal, J.；Wolkerstorfer A；A. Wolkerstorfer；Wolkerstorfer, A.；Kornacki D；D. Kornacki；Kornacki, D.；Sun K；K. Sun；Sun, K.；Butler K；K. Butler；Butler, K.；Ezzedine K；K. Ezzedine；Ezzedine, K."", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"To retrieve the full text or detailed information of the study: ""A national cross-sectional study on latent profile analysis of occupational fatigue among Chinese nurses in the early post-COVID-19 era"" by He Q, et al. (Frontiers in Public Health, 2025).",He Q,"<variant>Q. He</variant>
<variant>He, Q</variant>
<variant>Q., He</variant>",,"He Q；Q. He；He, Q；Q., He",,,"{""data"": {""result"": ""{\""author_name\"":\""He Q；Q. He；He, Q；Q., He\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-368a4a89fa364e61bb00d5facc1283db"", ""object"": ""chat.completion"", ""created"": 1781061918, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""He Q；Q. He；He, Q；Q., He\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 155, ""completion_tokens"": 30, ""total_tokens"": 185}}}","{""author_name"": ""He Q；Q. He；He, Q；Q., He"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,Alterations of PI3K/Akt and MAPK-ERK1/2 signaling pathways in STZ-induced Diabetes Mellitus rat placentas.,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1cd91961197c47a5ba8aecb893690184"", ""object"": ""chat.completion"", ""created"": 1781061918, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 126, ""completion_tokens"": 15, ""total_tokens"": 141}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,尤文对结直肠癌患者的临床获益分析,尤文,"<variant>You Wen</variant>
<variant>Wen You</variant>
<variant>You W.</variant>
<variant>W. You</variant>
<variant>You, Wen</variant>
<variant>Wen, You</variant>
<variant>You-Wen</variant>
<variant>Wen-You</variant>
<variant>Y. Wen</variant>
<variant>W. Y.</variant>",,"尤文；You Wen；Wen You；You, Wen；Wen, You；You W.；W. You；You Wen-Wen；Wen-Wen You",,,"{""data"": {""result"": ""{\""author_name\"":\""尤文；You Wen；Wen You；You, Wen；Wen, You；You W.；W. You；You Wen-Wen；Wen-Wen You\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-064338cb2ff54b09a6137156680c7862"", ""object"": ""chat.completion"", ""created"": 1781061919, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""尤文；You Wen；Wen You；You, Wen；Wen, You；You W.；W. You；You Wen-Wen；Wen-Wen You\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 52, ""total_tokens"": 155}}}","{""author_name"": ""尤文；You Wen；Wen You；You, Wen；Wen, You；You W.；W. You；You Wen-Wen；Wen-Wen You"", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"请根据以下文献，列出所有相关的文献并写明出处，30篇以上。

1. 行为经济学在慢性病管理中的应用研究 [1,2]
 作者：刘羡
 作者单位：313000湖州市湖州师范学院护理学院
 通信作者：邵圣文，E-mail: shaoshw@zjhu.edu.cn",刘羡,"<variant>Liu Xian</variant>
 <variant>Xian Liu</variant>
 <variant>Liu, Xian</variant>
 <variant>Liu X.</variant>
 <variant>Liu X</variant>
 <variant>X. Liu</variant>
 <variant>X Liu</variant>
 <variant>L. Xian</variant>
 <variant>Xian L.</variant>",湖州市湖州师范学院护理学院,"刘羡；Liu Xian；Xian Liu；Liu X.；X. Liu；Liu, Xian；Xian, Liu；Liu Xian-Xian；Xian-Xian Liu；Liu, X. X.；X. X., Liu；Liu X. X.；X. X. Liu；Liu, X. X.",,湖州市湖州师范学院护理学院,"{""data"": {""result"": ""{\""author_name\"":\""刘羡；Liu Xian；Xian Liu；Liu X.；X. Liu；Liu, Xian；Xian, Liu；Liu Xian-Xian；Xian-Xian Liu；Liu, X. X.；X. X., Liu；Liu X. X.；X. X. Liu；Liu, X. X.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""湖州市湖州师范学院护理学院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-92e82c0bd82a43f292dc44ac772ca0a1"", ""object"": ""chat.completion"", ""created"": 1781061922, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""刘羡；Liu Xian；Xian Liu；Liu X.；X. Liu；Liu, Xian；Xian, Liu；Liu Xian-Xian；Xian-Xian Liu；Liu, X. X.；X. X., Liu；Liu X. X.；X. X. Liu；Liu, X. X.\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""湖州市湖州师范学院护理学院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 172, ""completion_tokens"": 99, ""total_tokens"": 271}}}","{""author_name"": ""刘羡；Liu Xian；Xian Liu；Liu X.；X. Liu；Liu, Xian；Xian, Liu；Liu Xian-Xian；Xian-Xian Liu；Liu, X. X.；X. X., Liu；Liu X. X.；X. X. Liu；Liu, X. X."", ""author_name英文变体"": """", ""author_institution"": ""湖州市湖州师范学院护理学院""}"
作者和机构,一在研临床试验（NCT04514497），正在评估ATM抑制剂（BAY1895344）在晚期实体瘤中的疗效和安全性。,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0665043e13b44953b3cdec5d4f79bc38"", ""object"": ""chat.completion"", ""created"": 1781061922, ""model"": ""qwen35-0.8b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 136, ""completion_tokens"": 15, ""total_tokens"": 151}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
